pattern_id	arg1	arg2	arg3
causal-collection-v2	cortisol	hepatic_glucose_production	
causal-collection-v2	cortisol	il1beta	
causal-collection-v2	cortisol	il6	
causal-collection-v2	cortisol	intraocular_pressure	
causal-collection-v2	cortisol	ldl_cholesterol	
causal-collection-v2	cortisol	lean_body_mass	
causal-collection-v2	cortisol	lipolysis_rate	
causal-collection-v2	cortisol	mean_arterial_pressure	
causal-collection-v2	cortisol	muscle_protein_synthesis_rate	
causal-collection-v2	cortisol	osteoblast_activity	
causal-collection-v2	cortisol	parvocellular_crh_secretion	
causal-collection-v2	cortisol	peripheral_glucose_uptake	
causal-collection-v2	cortisol	pituitary_acth_secretion	
causal-collection-v2	cortisol	pituitary_gh_secretion	
causal-collection-v2	cortisol	pituitary_lh_secretion	
causal-collection-v2	cortisol	plasma_amino_acids	
causal-collection-v2	cortisol	plasma_angiotensinogen	
causal-collection-v2	cortisol	plasma_cbg	
causal-collection-v2	cortisol	plasma_fibronectin	
causal-collection-v2	cortisol	plasma_glucose	
causal-collection-v2	cortisol	plasma_plasminogen	
causal-collection-v2	cortisol	plasma_reverse_t3	
causal-collection-v2	cortisol	plasma_triglycerides	
causal-collection-v2	cortisol	plasma_tryptophan	
causal-collection-v2	cortisol	red_cell_mass	
causal-collection-v2	cortisol	sodium_water_reabsorption	
causal-collection-v2	cortisol	somatostatin	
causal-collection-v2	cortisol	t_cell_immune_activity	
causal-collection-v2	cortisol	testosterone	
causal-collection-v2	cortisol	thymic_mass	
causal-collection-v2	cortisol	tnf_alpha	
causal-collection-v2	cortisol	total_peripheral_resistance	
causal-collection-v2	cortisol	urinary_calcium	
causal-collection-v2	cortisol	urine_volume	
causal-collection-v2	cosmc_chaperone_activity	tn_antigen_level	
causal-collection-v2	cox_1_activity	plasma_thromboxane_b2	
causal-collection-v2	cox_2_activity	plasma_prostaglandin_e2	
causal-collection-v2	cpt1_activity	plasma_palmitoylcarnitine	
causal-collection-v2	cpt2_activity	hepatic_ketogenesis	
causal-collection-v2	cpt2_activity	plasma_c18_acylcarnitine	
causal-collection-v2	cpt2_activity	plasma_long_chain_acylcarnitine	
causal-collection-v2	cpt2_activity	plasma_octadecenoylcarnitine	
causal-collection-v2	cpt2_activity	plasma_oleylcarnitine	
causal-collection-v2	cpt2_activity	plasma_palmitoylcarnitine	
causal-collection-v2	cpt2_activity	plasma_stearoylcarnitine	
causal-collection-v2	cpt2_activity	sarcolemmal_permeability	
causal-collection-v2	crh	corticotroph_acth_secretion	
causal-collection-v2	crh	gnrh	
causal-collection-v2	crh	pituitary_acth_secretion	
causal-collection-v2	crh	plasma_androstenedione	
causal-collection-v2	crh	plasma_dhea	
causal-collection-v2	crh	plasma_dheas	
causal-collection-v2	csf_ace	angiotensin_II	
causal-collection-v2	csf_alpha_crystallin_b	macrophage_activation	
causal-collection-v2	csf_bicarbonate	csf_ph	
causal-collection-v2	csf_chi3l1	macrophage_activation	
causal-collection-v2	csf_creatine	csf_creatinine	
causal-collection-v2	csf_dihydrobiopterin	csf_biopterin	
causal-collection-v2	csf_dihydrobiopterin	csf_tetrahydrobiopterin	
causal-collection-v2	csf_dopa	csf_dopamine	
causal-collection-v2	csf_dopamine	csf_homovanillic_acid	
causal-collection-v2	csf_dopamine	csf_norepinephrine	
causal-collection-v2	csf_epinephrine	csf_metanephrine	
causal-collection-v2	csf_gaba	csf_homocarnosine	
causal-collection-v2	csf_glucose	cellular_atp_level	
causal-collection-v2	csf_glutamate	intracellular_calcium	
causal-collection-v2	csf_guanidinoacetate	csf_creatine	
causal-collection-v2	csf_l_2_hydroxyglutarate	alpha_ketoglutarate_dehydrogenase_activity	
causal-collection-v2	csf_n_acetylaspartate	csf_naag	
causal-collection-v2	csf_nfl	macrophage_activation	
causal-collection-v2	csf_norepinephrine	csf_mhpg_aldehyde	
causal-collection-v2	csf_ph	alveolar_ventilation	
causal-collection-v2	csf_production_rate	intracranial_pressure	
causal-collection-v2	csf_pyridoxal_phosphate	aadc_activity	
causal-collection-v2	csf_sepiapterin	csf_dihydrobiopterin	
causal-collection-v2	csf_tetrahydrobiopterin	csf_5hiaa	
causal-collection-v2	csf_tetrahydrobiopterin	csf_dopa	
causal-collection-v2	csf_tetrahydrobiopterin	csf_homovanillic_acid	
causal-collection-v2	csf_tryptophan	csf_5hiaa	
causal-collection-v2	cyp11b1_activity	plasma_11_deoxycortisol	
causal-collection-v2	cyp11b1_activity	plasma_corticosterone	
causal-collection-v2	cyp11b1_activity	plasma_deoxycorticosterone	
causal-collection-v2	cyp11b1_activity	zona_fasciculata_cortisol_secretion	
causal-collection-v2	cyp11b2_activity	plasma_18_hydroxycortisone	
causal-collection-v2	cyp11b2_activity	zona_glomerulosa_cell_aldosterone_secretion	
causal-collection-v2	cyp17a1_activity	leydig_testosterone_secretion	
causal-collection-v2	cyp17a1_activity	plasma_17_hydroxypregnenolone	
causal-collection-v2	cyp17a1_activity	plasma_dhea	
causal-collection-v2	cyp21a2_activity	plasma_11_deoxycorticosterone	
causal-collection-v2	cyp21a2_activity	plasma_11_deoxycortisol	
causal-collection-v2	cyp21a2_activity	plasma_17ohp	
causal-collection-v2	cyp21a2_activity	progesterone	
causal-collection-v2	cyp21a2_activity	zona_fasciculata_cortisol_secretion	
causal-collection-v2	cyp21a2_activity	zona_glomerulosa_cell_aldosterone_secretion	
causal-collection-v2	cyp2a6_activity	plasma_cotinine	
causal-collection-v2	cyp7a1_activity	fecal_bile_acids	
causal-collection-v2	cyp7a1_activity	plasma_bile_acids	
causal-collection-v2	cystathionine_gamma_lyase_activity	csf_alpha_aminobutyrate	
causal-collection-v2	cystathionine_gamma_lyase_activity	csf_cystathionine	
causal-collection-v2	cystathionine_gamma_lyase_activity	endothelial_no_production	
causal-collection-v2	cystathionine_gamma_lyase_activity	plasma_alpha_aminobutyrate	
causal-collection-v2	cystathionine_gamma_lyase_activity	plasma_cystine	
causal-collection-v2	cystathionine_gamma_lyase_activity	urinary_cystathionine	
causal-collection-v2	cystinosin_activity	csf_cystine	
causal-collection-v2	cystinosin_activity	gfr	
causal-collection-v2	cystinosin_transport_activity	gfr	
causal-collection-v2	cystinosin_transport_activity	intracellular_cystine	
causal-collection-v2	cystinosin_transport_activity	leukocyte_cystine	
causal-collection-v2	cytochrome_b5_reductase_activity	erythrocyte_methemoglobin	
causal-collection-v2	cytosolic_calcium_transient	serca_uptake_rate	
causal-collection-v2	cytosolic_calcium_transient	sr_calcium_release	
causal-collection-v2	cytosolic_calcium_transient	troponin_c_calcium_binding	
causal-collection-v2	d2hgdh_activity	csf_2_hydroxyglutarate	
causal-collection-v2	d2hgdh_activity	csf_alpha_ketoglutarate	
causal-collection-v2	d_bifunctional_protein_activity	plasma_pristanic_acid	
causal-collection-v2	d_bifunctional_protein_activity	plasma_vlcfa	
causal-collection-v2	dbh_activity	csf_dopamine	
causal-collection-v2	dbh_activity	norepinephrine	
causal-collection-v2	dbh_activity	urinary_norepinephrine	
causal-collection-v2	dbh_activity	urinary_vanillylmandelic_acid	
causal-collection-v2	dcxr_activity	urinary_l_xylulose	
causal-collection-v2	dead_space_ventilation	alveolar_ventilation	
causal-collection-v2	delta_cell_somatostatin_secretion	alpha_cell_glucagon_secretion	
causal-collection-v2	delta_cell_somatostatin_secretion	beta_cell_insulin_secretion	
causal-collection-v2	delta_cell_somatostatin_secretion	gi_tract_motility	
causal-collection-v2	dendritic_cell_activation	th1_cell_activation	
causal-collection-v2	dhapat_activity	plasma_plasmalogen	
causal-collection-v2	dhcr24_activity	hepatic_cholesterol_synthesis	
causal-collection-v2	dhcr24_activity	plasma_desmosterol	
causal-collection-v2	dhcr7_activity	hepatic_cholesterol_synthesis	
causal-collection-v2	dhcr7_activity	plasma_7_dehydrocholesterol	
causal-collection-v2	dhcr7_activity	plasma_8_dehydrocholesterol	
causal-collection-v2	dhcr7_activity	plasma_cholestane_triol	
causal-collection-v2	dhtkd1_activity	plasma_2_aminoadipate	
causal-collection-v2	dhtkd1_activity	plasma_alpha_aminoadipate	
causal-collection-v2	dienoyl_coa_reductase_activity	plasma_decadienoylcarnitine	
causal-collection-v2	dienoyl_coa_reductase_activity	urinary_decadienoylcarnitine	
causal-collection-v2	dietary_linoleic_acid_intake	plasma_arachidonic_acid	
causal-collection-v2	dietary_linolenic_acid_intake	plasma_epa	
causal-collection-v2	dihydropyrimidinase_activity	csf_dihydrothymine	
causal-collection-v2	dihydropyrimidinase_activity	csf_dihydrouracil	
causal-collection-v2	dihydropyrimidinase_activity	plasma_dihydrothymine	
causal-collection-v2	dihydropyrimidinase_activity	plasma_dihydrouracil	
causal-collection-v2	dihydropyrimidinase_activity	plasma_n_carbamyl_beta_alanine	
causal-collection-v2	dihydropyrimidinase_activity	plasma_n_carbamyl_beta_aminoisobutyrate	
causal-collection-v2	dihydropyrimidinase_activity	urinary_dihydrothymine	
causal-collection-v2	dihydropyrimidinase_activity	urinary_dihydrouracil	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	csf_dihydrothymine	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	csf_thymine	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	csf_uracil	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	plasma_5_hydroxymethyluracil	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	plasma_dihydrothymine	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	plasma_dihydrouracil	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	plasma_thymine	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	plasma_uracil	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	urinary_5_hydroxymethyluracil	
causal-collection-v2	dihydropyrimidine_dehydrogenase_activity	urinary_thymine	
causal-collection-v2	distal_tubular_flow_rate	renal_potassium_excretion	
causal-collection-v2	dmgdh_activity	cellular_atp_level	
causal-collection-v2	dmgdh_activity	plasma_dimethylglycine	
causal-collection-v2	dmgdh_activity	urinary_dimethylglycine	
causal-collection-v2	duodenal_chyme_acidity	gastric_acid_secretion	
causal-collection-v2	duodenal_chyme_acidity	gastric_emptying_rate	
causal-collection-v2	duodenal_chyme_acidity	s_cell_secretin_secretion	
causal-collection-v2	duodenal_lipase_activity	plasma_free_fatty_acids	
causal-collection-v2	duodenal_trypsin_activity	duodenal_carboxypeptidase_activity	
causal-collection-v2	duodenal_trypsin_activity	duodenal_chymotrypsin_activity	
causal-collection-v2	duodenal_trypsin_activity	duodenal_elastase_activity	
causal-collection-v2	duodenal_trypsin_activity	duodenal_lipase_activity	
causal-collection-v2	duox_activity	tpo_nis_organification_capacity	
causal-collection-v2	dystrophin_level	plasma_3_methylhistidine	
causal-collection-v2	dystrophin_level	sarcolemmal_permeability	
causal-collection-v2	dystrophin_level	urinary_3_methylhistidine	
causal-collection-v2	eaat3_activity	urinary_glutamate	
causal-collection-v2	ebp_activity	hepatic_cholesterol_synthesis	
causal-collection-v2	ebp_activity	plasma_8_9_cholestenol	
causal-collection-v2	ebp_activity	plasma_8_dehydrocholesterol	
causal-collection-v2	ebp_activity	plasma_lathosterol	
causal-collection-v2	echs1_activity	plasma_tiglylcarnitine	
causal-collection-v2	echs1_activity	urinary_2_3_dihydroxy_2_methylbutyrate	
causal-collection-v2	echs1_activity	urinary_3_hydroxyisobutyrate	
causal-collection-v2	efferent_arteriolar_resistance	glomerular_hydrostatic_pressure	
causal-collection-v2	efferent_arteriolar_resistance	peritubular_capillary_hydrostatic_pressure	
causal-collection-v2	efferent_arteriolar_resistance	renal_blood_flow	
causal-collection-v2	eg_mesangial_contraction	afferent_arteriolar_tone	
causal-collection-v2	eg_mesangial_contraction	jg_granular_renin_secretion	
causal-collection-v2	egfr_activity	airway_mucin_secretion_rate	
causal-collection-v2	elovl2_activity	plasma_adrenic_acid	
causal-collection-v2	elovl2_activity	plasma_arachidonic_acid	
causal-collection-v2	elovl6_activity	hepatic_lipogenesis	
causal-collection-v2	elovl6_activity	plasma_octadecanoate	
causal-collection-v2	end_diastolic_volume	ejection_fraction	
causal-collection-v2	end_diastolic_volume	lv_end_diastolic_diameter	
causal-collection-v2	end_diastolic_volume	lv_wall_thickness	
causal-collection-v2	end_diastolic_volume	plasma_bnp	
causal-collection-v2	end_diastolic_volume	plasma_nt_probnp	
causal-collection-v2	end_diastolic_volume	stroke_volume	
causal-collection-v2	endothelial_akt_signaling	endothelial_no_production	
causal-collection-v2	endothelial_et1_secretion	pulmonary_vascular_resistance	
causal-collection-v2	endothelial_et1_secretion	vascular_smooth_muscle_tone	
causal-collection-v2	endothelial_no_production	pulmonary_vascular_resistance	
causal-collection-v2	endothelial_no_production	renal_vascular_resistance	
causal-collection-v2	endothelial_no_production	total_peripheral_resistance	
causal-collection-v2	endothelial_no_production	vascular_smooth_muscle_tone	
causal-collection-v2	endothelial_no_production	vsm_cgmp_level	
causal-collection-v2	endothelial_pgi2_production	pulmonary_vascular_resistance	
causal-collection-v2	endothelial_pgi2_production	vascular_smooth_muscle_tone	
causal-collection-v2	endothelial_shear_stress	endothelial_et1_secretion	
causal-collection-v2	endothelial_shear_stress	endothelial_no_production	
causal-collection-v2	endothelial_shear_stress	endothelial_pgi2_production	
causal-collection-v2	enolase_activity	sarcolemmal_permeability	
causal-collection-v2	enteropeptidase_activity	duodenal_trypsin_activity	
causal-collection-v2	epinephrine	alveolar_ventilation	
causal-collection-v2	epinephrine	bronchiole_smooth_muscle_tone	
causal-collection-v2	epinephrine	cellular_potassium_uptake	
causal-collection-v2	epinephrine	erythropoietin	
causal-collection-v2	epinephrine	heart_rate	
causal-collection-v2	epinephrine	hepatic_glycogenolysis	
causal-collection-v2	epinephrine	lipolysis_rate	
causal-collection-v2	epinephrine	mean_arterial_pressure	
causal-collection-v2	epinephrine	metabolic_heat_production	
causal-collection-v2	epinephrine	peripheral_glucose_uptake	
causal-collection-v2	epinephrine	plasma_glucose	
causal-collection-v2	epinephrine	total_peripheral_resistance	
causal-collection-v2	epinephrine	urinary_epinephrine	
causal-collection-v2	epo_receptor_activity	erythroid_progenitor_proliferation	
causal-collection-v2	epo_receptor_activity	jak2_activity	
causal-collection-v2	er_cholesterol_level	nuclear_srebp2_activity	
causal-collection-v2	erythroblast_maturation	island_macrophage_activity	
causal-collection-v2	erythroblast_proliferation	erythroblast_maturation	
causal-collection-v2	erythroblast_proliferation	island_macrophage_activity	
causal-collection-v2	erythrocyte_23_bpg	hemoglobin_o2_affinity	
causal-collection-v2	erythrocyte_23_bpg	hemoglobin_o2_saturation	
causal-collection-v2	erythrocyte_hydrogen_peroxide	erythrocyte_methemoglobin	
causal-collection-v2	erythrocyte_itp	myocardial_contractility	
causal-collection-v2	erythrocyte_methemoglobin	arterial_o2_content	
causal-collection-v2	erythrocyte_methemoglobin	hemoglobin_o2_saturation	
causal-collection-v2	erythrocyte_methemoglobin	peripheral_o2_unloading	
causal-collection-v2	erythrocyte_pyrimidine_nucleotide_pool	plasma_unconjugated_bilirubin	
causal-collection-v2	erythrocyte_pyruvate_kinase_activity	plasma_ldh	
causal-collection-v2	erythrocyte_pyruvate_kinase_activity	plasma_unconjugated_bilirubin	
causal-collection-v2	erythrocyte_pyruvate_kinase_activity	red_cell_mass	
causal-collection-v2	erythroferrone	bmp_smad_signaling	
causal-collection-v2	erythropoietic_iron_demand	hepcidin	
causal-collection-v2	erythropoietin	epo_receptor_activity	
causal-collection-v2	erythropoietin	erythropoietic_iron_demand	
causal-collection-v2	erythropoietin	red_cell_mass	
causal-collection-v2	erythropoietin	total_peripheral_resistance	
causal-collection-v2	esophageal_luminal_pressure	gi_tract_motility	
causal-collection-v2	esophageal_luminal_pressure	lower_esophageal_sphincter_tone	
causal-collection-v2	estradiol	adipose_tissue_mass	
causal-collection-v2	estradiol	bone_mass	
causal-collection-v2	estradiol	bone_mineral_density	
causal-collection-v2	estradiol	endometrial_thickness	
causal-collection-v2	estradiol	gnrh	
causal-collection-v2	estradiol	hdl_cholesterol	
causal-collection-v2	estradiol	hepatic_igf1	
causal-collection-v2	estradiol	ldl_cholesterol	
causal-collection-v2	estradiol	osteoblast_rankl	
causal-collection-v2	estradiol	osteoclast_activity	
causal-collection-v2	estradiol	pituitary_fsh_secretion	
causal-collection-v2	estradiol	pituitary_gh_secretion	
causal-collection-v2	estradiol	pituitary_lh_secretion	
causal-collection-v2	estradiol	pituitary_prolactin_secretion	
causal-collection-v2	estradiol	plasma_calcium	
causal-collection-v2	estradiol	plasma_cbg	
causal-collection-v2	estradiol	plasma_dheas	
causal-collection-v2	estradiol	plasma_shbg	
causal-collection-v2	estradiol	plasma_thyroxine_binding_globulin	
causal-collection-v2	estradiol	plasma_triglycerides	
causal-collection-v2	estradiol	resting_energy_expenditure	
causal-collection-v2	estradiol	uterine_smooth_muscle_mass	
causal-collection-v2	etfdh_activity	plasma_glucose	
causal-collection-v2	etfdh_activity	urinary_3_hydroxypentanoic_acid	
causal-collection-v2	etfdh_activity	urinary_butyric_acid	
causal-collection-v2	etfdh_activity	urinary_methylsuccinate	
causal-collection-v2	extracellular_fluid_volume	blood_volume	
causal-collection-v2	extracellular_fluid_volume	renal_hydrogen_secretion	
causal-collection-v2	faah_activity	plasma_oleylethanolamide	
causal-collection-v2	fads1_activity	plasma_arachidonic_acid	
causal-collection-v2	fads1_activity	plasma_leukotriene_c4	
causal-collection-v2	fasn_activity	hepatic_lipogenesis	
causal-collection-v2	fasn_activity	plasma_palmitate	
causal-collection-v2	ferritin_stores	hepcidin	
causal-collection-v2	ferrochelatase_activity	erythrocyte_free_porphyrin	
causal-collection-v2	ferrochelatase_activity	erythrocyte_protoporphyrin	
causal-collection-v2	ferrochelatase_activity	erythropoietic_iron_demand	
causal-collection-v2	ferrochelatase_activity	fecal_protoporphyrin	
causal-collection-v2	ferroportin_activity	plasma_iron	
causal-collection-v2	fgf23	calcitriol	
causal-collection-v2	fgf23	parathyroid_chief_pth_secretion	
causal-collection-v2	fgf23	proximal_tubule_calcitriol_production	
causal-collection-v2	fgf23	renal_phosphate_reabsorption	
causal-collection-v2	fibrin_clot	blood_viscosity	
causal-collection-v2	fibrin_clot	plasmin_fibrinolysis	
causal-collection-v2	follicular_camp_level	follicular_pka_activity	
causal-collection-v2	follicular_pka_activity	tpo_nis_organification_capacity	
causal-collection-v2	folr1_activity	csf_5hiaa	
causal-collection-v2	folr1_activity	csf_5mthf	
causal-collection-v2	food_intake	body_weight	
causal-collection-v2	food_intake	ghrelin	
causal-collection-v2	food_intake	metabolic_rate	
causal-collection-v2	food_intake	plasma_glucose	
causal-collection-v2	free_t3	beta1_adrenergic_chronotropic_responsiveness	
causal-collection-v2	free_t3	cardiac_output	
causal-collection-v2	free_t3	diastolic_blood_pressure	
causal-collection-v2	free_t3	food_intake	
causal-collection-v2	free_t3	gi_tract_motility	
causal-collection-v2	free_t3	ldl_cholesterol	
causal-collection-v2	free_t3	lipolysis_rate	
causal-collection-v2	free_t3	metabolic_heat_production	
causal-collection-v2	free_t3	metabolic_rate	
causal-collection-v2	free_t3	parasympathetic_tone	
causal-collection-v2	free_t3	pituitary_tsh_secretion	
causal-collection-v2	free_t3	plasma_calcium	
causal-collection-v2	free_t3	plasma_mbl	
causal-collection-v2	free_t3	plasma_shbg	
causal-collection-v2	free_t3	plasma_total_cholesterol	
causal-collection-v2	free_t3	plasma_triglycerides	
causal-collection-v2	free_t3	red_cell_mass	
causal-collection-v2	free_t3	sa_node_automaticity	
causal-collection-v2	free_t3	systolic_blood_pressure	
causal-collection-v2	free_t3	thyrotroph_tsh_secretion	
causal-collection-v2	free_t3	total_peripheral_resistance	
causal-collection-v2	free_t4	bone_mineral_density	
causal-collection-v2	free_t4	core_temperature	
causal-collection-v2	free_t4	erythropoietin	
causal-collection-v2	free_t4	free_t3	
causal-collection-v2	free_t4	gi_tract_motility	
causal-collection-v2	free_t4	hepatic_ldl_receptor_activity	
causal-collection-v2	free_t4	ldl_cholesterol	
causal-collection-v2	free_t4	metabolic_rate	
causal-collection-v2	free_t4	pituitary_tsh_secretion	
causal-collection-v2	free_t4	plasma_creatinine	
causal-collection-v2	free_t4	plasma_shbg	
causal-collection-v2	free_t4	plasma_triglycerides	
causal-collection-v2	free_t4	renin	
causal-collection-v2	free_t4	resting_energy_expenditure	
causal-collection-v2	free_t4	thyrotroph_tsh_secretion	
causal-collection-v2	free_t4	total_peripheral_resistance	
causal-collection-v2	free_t4	trh	
causal-collection-v2	fructokinase_activity	urinary_fructose	
causal-collection-v2	fructose_1_6_bisphosphatase_activity	plasma_glucose	
causal-collection-v2	fsh	aromatase_activity	
causal-collection-v2	fsh	estradiol	
causal-collection-v2	fsh	granulosa_estradiol_secretion	
causal-collection-v2	fsh	inhibin	
causal-collection-v2	fsh	sertoli_inhibin_secretion	
causal-collection-v2	fsh	spermatogenesis_rate	
causal-collection-v2	ftcd_activity	urinary_figlu	
causal-collection-v2	fumarate_hydratase_activity	cellular_atp_level	
causal-collection-v2	fumarate_hydratase_activity	csf_fumarate	
causal-collection-v2	fumarate_hydratase_activity	plasma_fumarate	
causal-collection-v2	fumarate_hydratase_activity	urinary_fumarate	
causal-collection-v2	fumarate_hydratase_activity	urinary_malic_acid	
causal-collection-v2	fumarylacetoacetase_activity	gfr	
causal-collection-v2	fumarylacetoacetase_activity	plasma_succinylacetone	
causal-collection-v2	fumarylacetoacetase_activity	urinary_succinylacetone	
causal-collection-v2	fut3_activity	plasma_ca19_9	
causal-collection-v2	fxr_activity	cyp7a1_activity	
causal-collection-v2	fxr_activity	ppara_activity	
causal-collection-v2	g6pase_activity	hepatic_gluconeogenesis	
causal-collection-v2	g6pase_activity	hepatic_glycogenolysis	
causal-collection-v2	g6pase_activity	plasma_glucose	
causal-collection-v2	g6pase_activity	plasma_lactate	
causal-collection-v2	g6pase_expression	hepatic_glucose_production	
causal-collection-v2	g6pd_activity	erythrocyte_nadph	
causal-collection-v2	g6pd_activity	red_cell_mass	
causal-collection-v2	galactocerebrosidase_activity	tissue_galactosylceramide	
causal-collection-v2	galactokinase_activity	plasma_galactitol	
causal-collection-v2	galactokinase_activity	plasma_galactose	
causal-collection-v2	gallbladder_bile_secretion	intestinal_lipid_emulsification	
causal-collection-v2	galt_activity	erythrocyte_galactitol	
causal-collection-v2	galt_activity	erythrocyte_galactonate	
causal-collection-v2	galt_activity	plasma_galactitol	
causal-collection-v2	galt_activity	plasma_galactose	
causal-collection-v2	gamma_glutamylcysteine_synthetase_activity	plasma_glutathione	
causal-collection-v2	gamt_activity	csf_guanidinoacetate	
causal-collection-v2	gamt_activity	plasma_creatine	
causal-collection-v2	gamt_activity	plasma_guanidinoacetate	
causal-collection-v2	gastric_acid_secretion	gastric_pepsin_activity	
causal-collection-v2	gastric_acid_secretion	gastrin	
causal-collection-v2	gastric_emptying_rate	gip	
causal-collection-v2	gastric_emptying_rate	glp1	
causal-collection-v2	gastric_emptying_rate	plasma_glucose	
causal-collection-v2	gastric_pepsin_activity	gastric_pepsin_activity	
causal-collection-v2	gastrin	gastric_acid_secretion	
causal-collection-v2	gastrin	plasma_pepsinogen_i	
causal-collection-v2	gcdh_activity	cellular_atp_level	
causal-collection-v2	gcdh_activity	plasma_glutaric_acid	
causal-collection-v2	gcdh_activity	plasma_glutarylcarnitine	
causal-collection-v2	gcdh_activity	urinary_3_hydroxyglutarate	
causal-collection-v2	gcdh_activity	urinary_glutarylglycine	
causal-collection-v2	gch1_activity	csf_neopterin	
causal-collection-v2	gfr	blood_urea_nitrogen	
causal-collection-v2	gfr	plasma_beta2_microglobulin	
causal-collection-v2	gfr	plasma_creatinine	
causal-collection-v2	gfr	plasma_cystatin_c	
causal-collection-v2	gfr	sodium_excretion	
causal-collection-v2	gfr	urinary_creatinine	
causal-collection-v2	gfr	urinary_ngal	
causal-collection-v2	gfr	urinary_orosomucoid	
causal-collection-v2	gfr	urinary_uromodulin	
causal-collection-v2	ggt1_activity	plasma_ggt	
causal-collection-v2	ggt1_activity	urinary_gamma_glutamylphenylalanine	
causal-collection-v2	ghrelin	agrp_npy_tone	
causal-collection-v2	ghrelin	ghrh	
causal-collection-v2	ghrelin	hypothalamic_appetite_drive	
causal-collection-v2	ghrelin	pituitary_gh_secretion	
causal-collection-v2	ghrelin	somatostatin	
causal-collection-v2	ghrh	pituitary_gh_secretion	
causal-collection-v2	ghrh	somatostatin	
causal-collection-v2	ghrh	somatotroph_gh_secretion	
causal-collection-v2	gi_parasympathetic_tone	gi_tract_motility	
causal-collection-v2	gi_parasympathetic_tone	gi_tract_secretion	
causal-collection-v2	gi_parasympathetic_tone	salivation_rate	
causal-collection-v2	gi_sympathetic_tone	gi_tract_motility	
causal-collection-v2	gi_sympathetic_tone	gi_tract_secretion	
causal-collection-v2	gi_sympathetic_tone	splanchnic_blood_flow	
causal-collection-v2	gip	plasma_insulin	
causal-collection-v2	gla_activity	gfr	
causal-collection-v2	gla_activity	plasma_globotriaosylceramide	
causal-collection-v2	glcnac_phosphotransferase_activity	osteoclast_activity	
causal-collection-v2	glcnac_phosphotransferase_activity	plasma_beta_hexosaminidase	
causal-collection-v2	glomerular_colloid_osmotic_pressure	gfr	
causal-collection-v2	glomerular_hydrostatic_pressure	gfr	
causal-collection-v2	glp1	food_intake	
causal-collection-v2	glp1	gastric_acid_secretion	
causal-collection-v2	glp1	gastric_emptying_rate	
causal-collection-v2	glp1	plasma_glucagon	
causal-collection-v2	glp1	plasma_insulin	
causal-collection-v2	glucocerebrosidase_activity	plasma_acid_phosphatase	
causal-collection-v2	glucocerebrosidase_activity	plasma_glucosylsphingosine	
causal-collection-v2	glucocerebrosidase_activity	tissue_glucosylceramide	
causal-collection-v2	glucocerebrosidase_activity	tissue_glucosylceramide_content	
causal-collection-v2	glucose_6_phosphate_translocase_activity	plasma_glucose	
causal-collection-v2	glucose_phosphate_isomerase_activity	red_cell_mass	
causal-collection-v2	glut4_expression	peripheral_glucose_uptake	
causal-collection-v2	glut4_membrane_translocation	peripheral_glucose_uptake	
causal-collection-v2	glutamate_dehydrogenase_activity	beta_cell_insulin_secretion	
causal-collection-v2	glutamate_dehydrogenase_activity	plasma_ammonia	
causal-collection-v2	glutamate_dehydrogenase_activity	plasma_glutamine	
causal-collection-v2	glutamine_synthetase_activity	csf_glutamine	
causal-collection-v2	glutamine_synthetase_activity	plasma_ammonia	
causal-collection-v2	glutamine_synthetase_activity	plasma_glutamate	
causal-collection-v2	glutamine_synthetase_activity	plasma_glutamine	
causal-collection-v2	glutaryl_coa_oxidase_activity	plasma_glutarylcarnitine	
causal-collection-v2	glutathione_reductase_activity	erythrocyte_oxidized_glutathione	
causal-collection-v2	glutathione_reductase_activity	red_cell_mass	
causal-collection-v2	glutathione_synthetase_activity	endothelial_no_production	
causal-collection-v2	glutathione_synthetase_activity	plasma_5_oxoproline	
causal-collection-v2	glutathione_synthetase_activity	plasma_glutathione	
causal-collection-v2	glutathione_synthetase_activity	urinary_gamma_glutamylcysteine	
causal-collection-v2	glycerate_kinase_activity	csf_d_glycerate	
causal-collection-v2	glycerate_kinase_activity	plasma_d_glycerate	
causal-collection-v2	glycerate_kinase_activity	urinary_d_glycerate	
causal-collection-v2	glycerol_kinase_activity	plasma_glycerol	
causal-collection-v2	glycerol_kinase_activity	urinary_glycerol	
causal-collection-v2	glycine_cleavage_enzyme_activity	csf_glycine	
causal-collection-v2	glycine_cleavage_enzyme_activity	plasma_glycine	
causal-collection-v2	glycine_cleavage_enzyme_activity	urinary_glycine	
causal-collection-v2	glycogen_debrancher_activity	muscle_glycogen_content	
causal-collection-v2	glycogen_phosphorylase_activity	hepatic_glucose_production	
causal-collection-v2	glycogen_phosphorylase_activity	hepatic_glycogen_content	
causal-collection-v2	glyoxalase_activity	gfr	
