work_item_id	source_file	yaml_edge_index	source	target	sign	review_status	current_evidence_status	context	self_regulation	mechanism_excerpt	evidence_excerpt
legacy-evidence-debd5cd8a98e981b1ab3	benchmarks/human/systems/hpo_csf_markers.yaml	6	csf_dopamine	csf_homovanillic_acid	+	proposal-pending	legacy-evidence-unclassified		False	homovanillic acid is the principal end-metabolite of dopamine (via MAO + COMT); the size of the dopamine pool that is turned over sets the HVA level	Lehninger Principles of Biochemistry (dopamine catabolism by MAO/COMT to HVA); Blau et al., Physician's Guide to Inherited Metabolic Diseases (CSF HVA as dopamine-turnover marker)
legacy-evidence-39f178570cefb405364c	benchmarks/human/systems/hpo_csf_markers.yaml	7	csf_tryptophan	csf_5hiaa	+	proposal-pending	legacy-evidence-unclassified		False	tryptophan is the precursor of serotonin (via tryptophan hydroxylase + AADC); 5-HIAA is serotonin's terminal catabolite, so greater precursor supply raises serotonergic turnover and CSF 5-HIAA	Lehninger Principles of Biochemistry (serotonin biosynthesis from tryptophan; catabolism to 5-HIAA); Blau et al., Physician's Guide to Inherited Metabolic Diseases
legacy-evidence-32a81c089aef3439209b	benchmarks/human/systems/hpo_csf_markers.yaml	8	csf_guanidinoacetate	csf_creatine	+	proposal-pending	legacy-evidence-unclassified		False	guanidinoacetate is methylated by GAMT to creatine; more guanidinoacetate substrate supports more creatine (product). In GAMT deficiency guanidinoacetate accumulates and creatine falls (separate GAMT lesion); this edge is the substrate-supp	Lehninger Principles of Biochemistry (creatine biosynthesis: AGAT then GAMT); Blau et al., Physician's Guide to Inherited Metabolic Diseases (cerebral creatine-deficiency syndromes: GAMT, AGAT)
legacy-evidence-271e39832c617078d62d	benchmarks/human/systems/hpo_csf_markers.yaml	9	csf_creatine	csf_creatinine	+	proposal-pending	legacy-evidence-unclassified		False	creatinine is formed non-enzymatically from the creatine/phosphocreatine pool at a rate proportional to that pool; a larger creatine pool yields more creatinine	Lehninger Principles of Biochemistry (creatine -> creatinine non-enzymatic conversion); Boron & Boulpaep Medical Physiology (creatinine as the creatine-pool turnover product)
legacy-evidence-af364b458879ebf1c486	benchmarks/human/systems/hpo_lipids_lipoproteins.yaml	3	plasma_apolipoprotein_c3	lipoprotein_lipase_activity	-	proposal-pending	legacy-evidence-unclassified		False	Apolipoprotein C-III inhibits lipoprotein lipase and hepatic remnant uptake; apoC-III excess raises triglyceride-rich lipoproteins.	Harrison's, Disorders of Lipoprotein Metabolism (apoC-III as LPL inhibitor / ANGPTL pathway)
legacy-evidence-15083b9bb9bf6e55016a	benchmarks/human/systems/hpo_liver_function_enzymes.yaml	0	plasma_ast	plasma_transaminases	+	proposal-pending	legacy-evidence-unclassified		False	"total serum ""transaminases"" (the generic hepatic-transaminase marker, HP:0002910) is the aggregate of AST and ALT; a rise in plasma AST raises the measured total transaminase level"	Harrison's Principles of Internal Medicine, 'Evaluation of Liver Function' (aminotransferases AST and ALT as the hepatic transaminases); standard clinical chemistry (Tietz) — total transaminase activity is the sum of AST + ALT
legacy-evidence-9dc06b00980ef2c5fce1	benchmarks/human/systems/hpo_liver_function_enzymes.yaml	1	plasma_alt	plasma_transaminases	+	proposal-pending	legacy-evidence-unclassified		False	a rise in plasma ALT raises the measured total transaminase level (AST + ALT aggregate)	Harrison's Principles of Internal Medicine, 'Evaluation of Liver Function' (ALT as a hepatic transaminase); standard clinical chemistry (Tietz)
legacy-evidence-c1dbad151d538d509ff8	benchmarks/human/systems/hpo_other_endocrine_hormones.yaml	2	type_2_deiodinase_activity	plasma_t4	-	proposal-pending	legacy-evidence-unclassified		False	type-II 5'-deiodinase (DIO2) removes an outer-ring iodine from T4 to generate T3, consuming T4 substrate; higher DIO2 activity lowers the local/contributory T4 pool	Boron & Boulpaep Medical Physiology (peripheral deiodination: D2 5'-deiodinase activates T4->T3, consuming T4 substrate)
legacy-evidence-372684656a781a990c31	benchmarks/human/systems/hpo_other_metabolites.yaml	12	heme_oxygenase_activity	plasma_biliverdin	+	proposal-pending	legacy-evidence-unclassified		False	Heme oxygenase opens the heme ring to biliverdin (the product); reduced activity lowers biliverdin production.	Lehninger, heme catabolism (heme oxygenase -> biliverdin -> bilirubin).
legacy-evidence-bd0863e097026117a82e	benchmarks/human/systems/hpo_pulmonary_bloodgas.yaml	1	pulmonary_capillary_wedge_pressure	pulmonary_artery_pressure	+	proposal-pending	legacy-evidence-unclassified		False	mean PAP = PVR x CO + PCWP: the wedge (left-atrial) pressure is an additive downstream term; elevated PCWP (post-capillary/left-heart disease) raises pulmonary artery pressure for given PVR and flow.	Harrison's Principles of Internal Medicine, 21st ed., 'Pulmonary Hypertension' (post-capillary PH); Boron & Boulpaep, Medical Physiology 3rd ed.
legacy-evidence-685c1ae848f60966cc56	benchmarks/human/systems/hpo_pulmonary_bloodgas.yaml	2	left_atrial_pressure	pulmonary_capillary_wedge_pressure	+	proposal-pending	legacy-evidence-unclassified		False	With a static column from the wedged catheter through the pulmonary capillaries to the left atrium, PCWP equilibrates with and tracks left atrial pressure.	Boron & Boulpaep, Medical Physiology 3rd ed., 'The Heart as a Pump' (Swan-Ganz wedge pressure).
legacy-evidence-3aada237129f2bba08ae	benchmarks/human/systems/hpo_pulmonary_bloodgas.yaml	3	pulmonary_artery_pressure	right_ventricular_systolic_pressure	+	proposal-pending	legacy-evidence-unclassified		False	In the absence of pulmonary valve stenosis the right ventricle and pulmonary artery are continuous in systole, so RV systolic pressure equals systolic pulmonary artery pressure; elevated PAP raises RVSP (basis of the echocardiographic TR-je	Harrison's Principles of Internal Medicine, 21st ed., 'Pulmonary Hypertension' (echo estimation of PASP).
legacy-evidence-a58499836bc4bd53a56b	benchmarks/human/systems/hpo_pulmonary_bloodgas.yaml	4	pulmonary_artery_pressure	right_atrial_pressure	+	proposal-pending	legacy-evidence-unclassified		False	Sustained elevation of pulmonary artery pressure raises right ventricular afterload; the failing/congested right ventricle transmits elevated filling pressure backward, raising right atrial (central venous) pressure.	Harrison's Principles of Internal Medicine, 21st ed., 'Pulmonary Hypertension' / 'Cor Pulmonale'; Boron & Boulpaep, Medical Physiology 3rd ed.
legacy-evidence-9c3e8eb4afe6be466d49	benchmarks/human/systems/hpo_pulmonary_bloodgas.yaml	5	stroke_volume	pulse_pressure	+	proposal-pending	legacy-evidence-unclassified		False	Pulse pressure = systolic - diastolic arterial pressure; for a given arterial compliance, a larger ejected stroke volume per beat raises systolic pressure more than diastolic, widening pulse pressure.	Boron & Boulpaep, Medical Physiology 3rd ed., 'Arterial pressure' (pulse pressure ~ SV / arterial compliance). | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-112 (20.3: Blood Flow, Blood Pressure, and Resistance): 'a low or
legacy-evidence-e271cb604abb892099c7	benchmarks/human/systems/hpo_pulmonary_bloodgas.yaml	6	cardiac_output	cardiac_index	+	proposal-pending	legacy-evidence-unclassified		False	Cardiac index is cardiac output normalized to body surface area (CI = CO / BSA); at fixed body surface area cardiac index rises with cardiac output.	Boron & Boulpaep, Medical Physiology 3rd ed., 'The Heart as a Pump' (cardiac index definition).
legacy-evidence-f56c8641b9c6b537f019	benchmarks/human/systems/hpo_purine_pyrimidine.yaml	3	dihydropyrimidine_dehydrogenase_activity	plasma_dihydrothymine	+	proposal-pending	legacy-evidence-unclassified		False	5,6-dihydrothymine is the DPYD product from thymine.	Lehninger, Nucleotide metabolism
legacy-evidence-67757d31bda1d5d5440e	benchmarks/human/systems/hpo_purine_pyrimidine.yaml	6	dihydropyrimidinase_activity	plasma_n_carbamyl_beta_alanine	+	proposal-pending	legacy-evidence-unclassified		False	N-carbamoyl-beta-alanine (ureidopropionate) is the DPYS ring-opening product of dihydrouracil.	Lehninger, Nucleotide metabolism
legacy-evidence-f8fb461b6f27d3d734f4	benchmarks/human/systems/hpo_purine_pyrimidine.yaml	7	dihydropyrimidinase_activity	plasma_n_carbamyl_beta_aminoisobutyrate	+	proposal-pending	legacy-evidence-unclassified		False	N-carbamoyl-beta-aminoisobutyrate (ureidoisobutyrate) is the DPYS product of dihydrothymine.	Lehninger, Nucleotide metabolism
legacy-evidence-6e7a01519bbe3edeb7d3	benchmarks/human/systems/hpo_renal_function_markers.yaml	0	plasma_calcium	urinary_calcium	+	proposal-pending	legacy-evidence-unclassified		False	urinary calcium excretion = filtered load (plasma [Ca] x GFR) minus tubular reabsorption; raising plasma calcium raises the filtered load and thus calcium excretion (e.g. hypercalcemia -> hypercalciuria)	Boron & Boulpaep Medical Physiology (renal handling of calcium; filtered load); Rose & Post, Clinical Physiology of Acid-Base and Electrolyte Disorders (hypercalcemia -> hypercalciuria)
legacy-evidence-bdacb5cce0860eb53109	benchmarks/human/systems/hpo_renal_function_markers.yaml	1	plasma_phosphate	urinary_phosphate	+	proposal-pending	legacy-evidence-unclassified		False	filtered phosphate load = plasma [PO4] x GFR; higher plasma phosphate raises filtered load and urinary phosphate excretion	Boron & Boulpaep Medical Physiology (renal phosphate handling); Brenner & Rector's The Kidney (phosphate excretion)
legacy-evidence-81a2dafe094590bdae5a	benchmarks/human/systems/hpo_renal_function_markers.yaml	2	plasma_urate	urinary_urate	+	proposal-pending	legacy-evidence-unclassified		False	filtered urate load = plasma [urate] x GFR; higher plasma urate raises filtered load and (net of reabsorption) urinary urate excretion	Boron & Boulpaep Medical Physiology (renal urate handling); Harrison's (uric acid excretion) | textbook corroboration: OpenStax Biology 2e §bio-41.4 (Nitrogenous Wastes): uric acid is formed from purine breakdown; excess plasma urate is exc
legacy-evidence-677fcd7fb10f22e6d845	benchmarks/human/systems/hpo_renal_function_markers.yaml	3	plasma_sodium_concentration	urinary_sodium	+	proposal-pending	legacy-evidence-unclassified		False	filtered sodium load = plasma [Na] x GFR; higher filtered Na (all else equal) raises distal Na delivery and urinary sodium excretion	Boron & Boulpaep Medical Physiology (renal sodium handling; filtered load)
legacy-evidence-a35bd38df2cc9424e96f	benchmarks/human/systems/hpo_renal_function_markers.yaml	4	plasma_potassium	urinary_potassium	+	proposal-pending	legacy-evidence-unclassified		False	hyperkalemia stimulates aldosterone-independent and aldosterone-dependent distal K secretion; higher plasma potassium raises renal potassium excretion	Boron & Boulpaep Medical Physiology (renal potassium secretion; plasma K as a primary driver of distal K secretion)
legacy-evidence-7814f21949ea6deee8cf	benchmarks/human/systems/hpo_renal_function_markers.yaml	5	plasma_magnesium	urinary_magnesium	+	proposal-pending	legacy-evidence-unclassified		False	filtered magnesium load = plasma [Mg] x GFR; higher plasma magnesium raises filtered load and urinary magnesium excretion (and reduces TAL paracellular reabsorption)	Boron & Boulpaep Medical Physiology (renal magnesium handling); Rose & Post (Mg excretion)
legacy-evidence-3372aa4ec2c1e5fbb36f	benchmarks/human/systems/hpo_renal_function_markers.yaml	6	gfr	plasma_creatinine	-	proposal-pending	legacy-evidence-unclassified		False	creatinine is produced at a near-constant rate and cleared almost entirely by glomerular filtration; at steady state plasma [creatinine] is inversely related to GFR (falling GFR raises plasma creatinine)	Harrison's Principles of Internal Medicine, 'Azotemia and Urinary Abnormalities' (creatinine as an inverse GFR marker); Boron & Boulpaep Medical Physiology (creatinine clearance ~ GFR)
legacy-evidence-9ea1fe62a6aa99feb40e	benchmarks/human/systems/hpo_renal_function_markers.yaml	7	gfr	blood_urea_nitrogen	-	proposal-pending	legacy-evidence-unclassified		False	urea is filtered and partially reabsorbed; at steady state with constant urea production, plasma urea nitrogen rises as GFR falls (azotemia)	Harrison's, 'Azotemia and Urinary Abnormalities' (BUN rises with falling GFR); Boron & Boulpaep Medical Physiology (renal urea handling) | textbook corroboration: OpenStax Biology 2e §bio-41.4 (Nitrogenous Wastes): BUN is used as an indicat
legacy-evidence-91bfee353aad2ad8df65	benchmarks/human/systems/hpo_renal_function_markers.yaml	8	gfr	plasma_cystatin_c	-	proposal-pending	legacy-evidence-unclassified		False	cystatin C is produced at a constant rate by all nucleated cells, freely filtered, and catabolized by the proximal tubule; plasma cystatin C is inversely related to GFR (an endogenous GFR marker)	Harrison's Principles of Internal Medicine (cystatin C as a GFR estimator); Brenner & Rector's The Kidney (cystatin C and GFR)
legacy-evidence-2a9427c2df76eece8984	benchmarks/human/systems/hpo_renal_function_markers.yaml	9	gfr	urinary_creatinine	+	proposal-pending	legacy-evidence-unclassified		False	at steady state urinary creatinine excretion equals near-constant creatinine production; the spot urine creatinine level is filtration-driven and falls when GFR is very low (oliguric AKI), so higher GFR supports higher urine creatinine outp	Boron & Boulpaep Medical Physiology (creatinine filtered and excreted; clearance ~ GFR); Harrison's (urine creatinine in clearance estimation)
legacy-evidence-eea1c471951a76148bc2	benchmarks/human/systems/hpo_renal_function_markers.yaml	10	blood_urea_nitrogen	urine_osmolality	+	proposal-pending	legacy-evidence-unclassified		False	urea recycling into the inner medulla contributes substantially to the medullary osmotic gradient that drives maximal urine concentration; higher delivered urea raises achievable urine osmolality	Boron & Boulpaep Medical Physiology (urea recycling and the countercurrent multiplier; contribution of urea to maximal urine concentration)
legacy-evidence-de4e65c470df3d72b920	benchmarks/human/systems/hpo_vitamins_cofactors.yaml	1	cellular_cobalamin_uptake	plasma_methylcobalamin	+	proposal-pending	legacy-evidence-unclassified		False	intracellular cobalamin (from cellular uptake) is processed to methylcobalamin (the MTR / methionine-synthase coenzyme); reduced cobalamin uptake lowers methylcobalamin	Lehninger Principles of Biochemistry (cobalamin coenzymes: methylcobalamin for methionine synthase); cblC/cblF/cblJ intracellular-cobalamin disorders reduce both coenzyme forms
legacy-evidence-08eb9866c158f3da9e73	benchmarks/human/systems/hpo_vitamins_cofactors.yaml	2	cellular_cobalamin_uptake	plasma_adenosylcobalamin	+	proposal-pending	legacy-evidence-unclassified		False	intracellular cobalamin (from cellular uptake) is processed in mitochondria to adenosylcobalamin (the methylmalonyl-CoA-mutase coenzyme); reduced cobalamin uptake lowers adenosylcobalamin	Lehninger Principles of Biochemistry (cobalamin coenzymes: adenosylcobalamin for methylmalonyl-CoA mutase); intracellular cobalamin-processing disorders (cblA/cblB) reduce adenosylcobalamin
legacy-evidence-88da99e0172ba1da09ba	benchmarks/human/systems/hpo_vitamins_cofactors.yaml	3	plasma_vitamin_b12	plasma_methylcobalamin	+	proposal-pending	legacy-evidence-unclassified		False	methylcobalamin is a coenzyme form derived from the body cobalamin pool; lower total cobalamin lowers the methylcobalamin available	Lehninger Principles of Biochemistry (cobalamin vitamers / coenzyme forms derive from the cobalamin pool); Harrison's, 'Megaloblastic Anemias'
legacy-evidence-4fc3778532584d2e016e	benchmarks/human/systems/hpo_vitamins_cofactors.yaml	4	plasma_vitamin_b12	plasma_adenosylcobalamin	+	proposal-pending	legacy-evidence-unclassified		False	adenosylcobalamin is a coenzyme form derived from the body cobalamin pool; lower total cobalamin lowers the adenosylcobalamin available	Lehninger Principles of Biochemistry (cobalamin vitamers / coenzyme forms derive from the cobalamin pool)
legacy-evidence-7c11b6cc92efd836511b	benchmarks/human/systems/hpo_vitamins_cofactors.yaml	5	plasma_folate	plasma_5_methyltetrahydrofolate	+	proposal-pending	legacy-evidence-unclassified		False	5-methyltetrahydrofolate is the principal circulating form of folate; total blood folate and 5-methyl-THF move together (5-methyl-THF is ~the measured blood folate)	Lehninger Principles of Biochemistry (5-methyl-THF is the dominant plasma folate); Harrison's, 'Folate deficiency'
legacy-evidence-d77a3153a81aca3df988	benchmarks/human/systems/hpo_vitamins_cofactors.yaml	6	plasma_folate	csf_folate	+	proposal-pending	legacy-evidence-unclassified		False	CSF folate is actively transported from blood across the choroid plexus by the folate receptor FOLR1 (cerebral folate transport); lower blood folate lowers CSF folate (and FOLR1 LoF causes isolated CSF folate deficiency)	GeneReviews / OMIM 613068 (cerebral folate transport deficiency, FOLR1); Boron & Boulpaep Medical Physiology (choroid-plexus transport)
legacy-evidence-53591313cb44b6d8243a	benchmarks/human/systems/inflammation_cytokine.yaml	0	tnf_alpha	il1beta	+	proposal-pending	legacy-evidence-unclassified		False	TNF-alpha engages TNFR1 on macrophages/monocytes -> NF-kB activation -> IL-1beta transcription and release	Janeway's Immunobiology (innate immunity, macrophage cytokine cascade) — primary molecular anchor [citations PubMed-verified]
legacy-evidence-39f02f438a034dfc05b0	benchmarks/human/systems/inflammation_cytokine.yaml	1	tnf_alpha	il6	+	proposal-pending	legacy-evidence-unclassified		False	TNF-alpha -> NF-kB -> IL-6 transcription in macrophages and endothelium (early-to-late cytokine relay)	Janeway's Immunobiology (acute-phase cytokine cascade TNF/IL-1 -> IL-6) — primary molecular anchor [citations PubMed-verified]
legacy-evidence-5d6bb78839027ee3b068	benchmarks/human/systems/inflammation_cytokine.yaml	2	il1beta	il6	+	proposal-pending	legacy-evidence-unclassified		False	IL-1beta engages IL-1R -> MyD88/NF-kB -> IL-6 production (TNF and IL-1 synergistically induce IL-6)	Janeway's Immunobiology (TNF + IL-1 -> IL-6); Boron & Boulpaep Medical Physiology (inflammatory mediators)
legacy-evidence-2673ff64883cac114478	benchmarks/human/systems/inflammation_cytokine.yaml	4	tnf_alpha	capillary_permeability	+	proposal-pending	legacy-evidence-unclassified		False	TNF-alpha disrupts endothelial adherens/tight junctions (VE-cadherin) raising microvascular permeability	Janeway's Immunobiology (TNF-alpha increases vascular permeability); Boron & Boulpaep Medical Physiology (inflammation, capillary leak) | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-118 (21.3: Barrier Defenses and the Inna
legacy-evidence-af98a7fa0ac0975afb13	benchmarks/human/systems/inflammation_cytokine.yaml	5	il1beta	capillary_permeability	+	proposal-pending	legacy-evidence-unclassified		False	IL-1beta acts on endothelium to loosen interendothelial junctions, increasing fluid/protein extravasation	Janeway's Immunobiology (IL-1 endothelial activation, increased permeability) | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-118 (21.3: Barrier Defenses and the Innate Immune Response): 'injured cells, phagocytes, and basop
legacy-evidence-65f59da903244c993373	benchmarks/human/systems/inflammation_cytokine.yaml	8	tnf_alpha	total_peripheral_resistance	-	proposal-pending	legacy-evidence-unclassified		False	TNF-alpha induces endothelial/smooth-muscle iNOS -> sustained NO -> arteriolar vasodilation lowering systemic resistance (septic shock)	Boron & Boulpaep Medical Physiology (cytokine-induced iNOS -> NO -> septic vasodilation) — primary anchor [citations PubMed-verified]
legacy-evidence-b9de422a9ed8553959b4	benchmarks/human/systems/inflammation_cytokine.yaml	9	il1beta	total_peripheral_resistance	-	proposal-pending	legacy-evidence-unclassified		False	IL-1beta induces iNOS and prostacyclin in vasculature -> vasodilation reducing total peripheral resistance	Boron & Boulpaep Medical Physiology (inflammatory vasodilation via iNOS); Janeway's Immunobiology (systemic cytokine vasodilation in sepsis)
legacy-evidence-454bff1be643900d4d23	benchmarks/human/systems/inflammation_cytokine.yaml	10	il1beta	crh	+	proposal-pending	legacy-evidence-unclassified		False	IL-1beta acts on hypothalamic paraventricular neurons to stimulate CRH release (immune-to-HPA signaling)	Boron & Boulpaep Medical Physiology (cytokine activation of the HPA axis, IL-1 -> CRH); Janeway's Immunobiology
legacy-evidence-b16fdc0dd038c40461ef	benchmarks/human/systems/inflammation_cytokine.yaml	11	il6	crh	+	proposal-pending	legacy-evidence-unclassified		False	circulating IL-6 stimulates hypothalamic CRH secretion, a major driver of the inflammation-evoked HPA response	Boron & Boulpaep Medical Physiology (IL-6 -> HPA activation / CRH); Janeway's Immunobiology (acute-phase HPA activation)
legacy-evidence-607cf637a7eeadf8498a	benchmarks/human/systems/inflammation_cytokine.yaml	12	tnf_alpha	pituitary_acth_secretion	+	proposal-pending	legacy-evidence-unclassified		False	TNF-alpha contributes to pituitary corticotrope ACTH release during systemic inflammation (immune-to-HPA signaling)	Boron & Boulpaep Medical Physiology (pro-inflammatory cytokines activate the HPA axis at hypothalamus and pituitary)
legacy-evidence-1781647acba1d6c67981	benchmarks/human/systems/intermediary_metabolism.yaml	1	g6pase_activity	hepatic_gluconeogenesis	+	proposal-pending	legacy-evidence-unclassified		False	G6Pase removes the gluconeogenic end-product (G6P->glucose); its loss back-pressures the pathway (functional throughput to glucose)	Lehninger 7th ed. ch.15; Boron & Boulpaep 3rd ed. ch.51 (hepatic glucose output requires G6Pase)
legacy-evidence-7f1c7d2fd149807da5a4	benchmarks/human/systems/intermediary_metabolism.yaml	2	g6pase_activity	hepatic_glycogenolysis	+	proposal-pending	legacy-evidence-unclassified		False	hepatic glycogenolysis yields glucose-6-phosphate; net glucose output to plasma requires G6Pase	Lehninger 7th ed. ch.15; Harrison's (GSD-Ia: glycogenolysis cannot raise blood glucose without G6Pase)
legacy-evidence-a1006dac197c0f2304f4	benchmarks/human/systems/iron_hepcidin.yaml	2	plasma_iron	transferrin_saturation	+	proposal-pending	legacy-evidence-unclassified		False	plasma iron circulates bound to transferrin; rising plasma iron at fixed transferrin raises fractional transferrin saturation (TSAT)	TSAT = serum iron / TIBC by definition; Boron & Boulpaep Medical Physiology (iron transport)
legacy-evidence-831f4758062245b4b520	benchmarks/human/systems/lipid_metabolism.yaml	8	plasma_insulin	vldl_secretion	+	proposal-pending	legacy-evidence-unclassified	fed-state hepatic lipogenesis and substrate supply	False	insulin/carbohydrate status drives hepatic de novo lipogenesis and substrate supply -> increased hepatic VLDL-triglyceride assembly and secretion	Boron & Boulpaep Medical Physiology (insulin promotes hepatic lipogenesis / VLDL-TG output); insulin-resistant hypertriglyceridaemia clinical phenotype
legacy-evidence-12e7e606b75099304498	benchmarks/human/systems/lipid_metabolism.yaml	9	plasma_insulin	hepatic_cholesterol_synthesis	+	proposal-pending	legacy-evidence-unclassified		False	insulin activates SREBP-1/2 and induces HMG-CoA reductase -> increased hepatic cholesterol synthesis flux	Brown & Goldstein / SREBP regulation; Boron & Boulpaep Medical Physiology (insulin upregulates lipogenic/cholesterogenic program)
legacy-evidence-ee6d0c5ade8a676406f7	benchmarks/human/systems/potassium_homeostasis.yaml	2	renal_potassium_excretion	plasma_potassium	-	proposal-pending	legacy-evidence-unclassified		False	urinary loss of K+ removes potassium from the extracellular fluid, lowering plasma [K+] (external-balance arm)	Guyton & Hall; Boron & Boulpaep: renal K+ excretion is the dominant route of external K+ balance
legacy-evidence-2710710ff4f16151d603	benchmarks/human/systems/potassium_homeostasis.yaml	4	cellular_potassium_uptake	plasma_potassium	-	proposal-pending	legacy-evidence-unclassified		False	net movement of K+ from extracellular fluid into cells lowers plasma [K+] without changing total body K+ (internal-balance arm)	Boron & Boulpaep; Guyton & Hall: transcellular shift sets the rapid component of plasma [K+] | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-157 (26.4: Electrolyte Balance): 'potassium passes through the cell membrane along 
legacy-evidence-ac2bf0025c2210a49aab	benchmarks/human/systems/potassium_homeostasis.yaml	5	arterial_ph	cellular_potassium_uptake	+	proposal-pending	legacy-evidence-unclassified		False	alkalosis (high pH) drives H+ out of and K+ into cells via H+/K+ exchange and stimulated Na/K-ATPase; acidosis (low pH) reverses this	Boron & Boulpaep; Guyton & Hall: acid-base status shifts K+ across the cell membrane (acidosis raises, alkalosis lowers plasma K+)
legacy-evidence-63ae741a07fe6486ca73	benchmarks/human/systems/potassium_homeostasis.yaml	6	plasma_potassium	plasma_insulin	+	proposal-pending	legacy-evidence-unclassified		False	hyperkalemia depolarises pancreatic beta cells and directly stimulates insulin secretion (a feedback that promotes K+ disposal into cells)	Boron & Boulpaep; Williams Textbook of Endocrinology: K+ is a physiologic stimulus of insulin release
legacy-evidence-127501498a0012f8138d	benchmarks/human/systems/purine_urate_metabolism.yaml	0	hepatic_urate_production	plasma_urate	+	proposal-pending	legacy-evidence-unclassified		False	the liver is the dominant site of net uric acid production (terminal purine catabolism); higher hepatic urate output raises the circulating urate pool at fixed renal clearance (source term of the urate mass balance)	Boron & Boulpaep Medical Physiology (purine catabolism / uric acid); Lehninger Principles of Biochemistry (purine degradation, xanthine oxidase pathway in liver); Harrison's Principles of Internal Medicine, hyperuricemia/gout chapter (urate
legacy-evidence-1ad202f268ecd016d600	benchmarks/human/systems/purine_urate_metabolism.yaml	1	renal_urate_excretion	plasma_urate	-	proposal-pending	legacy-evidence-unclassified		False	the kidney clears ~two-thirds of the daily urate load; net renal urate excretion (filtration minus URAT1/GLUT9-mediated reabsorption plus secretion) is the dominant sink, so higher excretion lowers steady-state plasma urate	Boron & Boulpaep Medical Physiology (renal urate handling, URAT1/SLC22A12, GLUT9/SLC2A9); Harrison's Nephrology and Acid-Base Disorders (uric acid excretion); renal hypouricemia OMIM 220150
legacy-evidence-ba6b0d4112c61f20c8d2	benchmarks/human/systems/reproductive_hpg.yaml	18	cortisol	pituitary_lh_secretion	-	proposal-pending	legacy-evidence-unclassified		False	glucocorticoid excess blunts pituitary gonadotropin (LH) secretion	Endocrine Society FHA Clinical Practice Guideline, Gordon CM et al., J Clin Endocrinol Metab. 2017;102(5):1413-1439. (glucocorticoid suppression of gonadotropin secretion in functional hypothalamic amenorrhea) [citations PubMed-verified]
legacy-evidence-773b8781046595620fc5	benchmarks/human/systems/respiratory_acidbase.yaml	6	arterial_ph	plasma_bicarbonate	-	proposal-pending	legacy-evidence-unclassified		False	renal compensation — acidosis (low pH) increases tubular H+ secretion / HCO3- regeneration, raising [HCO3-]	Renal acid-base handling (slow); HumMod kidney acid-base; standard physiology | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-158 (26.5: Acid-Base Balance): 'the renal system controls the blood levels of bicarbonate'; renal 
legacy-evidence-0bbe1c8bc4c7148e057d	benchmarks/human/systems/textbook_extracted.yaml	7	helper_t_cell_activation	b_cell_proliferation	+	proposal-pending	legacy-evidence-unclassified		False	Activated helper T cell binds to and activates a B cell that has also bound to the same antigen, leading to massive B-cell proliferation	Wong, Cells: Molecules and Mechanisms §wong-16.8 (The Immune System - Undeclared): 'The activated helper T-cell binds to and activates a B cell that has also bound to the antigen of interest, leading to massive B-cell proliferation'
legacy-evidence-8a0764d235ef576c0a7d	benchmarks/human/systems/textbook_extracted.yaml	10	uterine_contraction_rate	cervical_distension	+	proposal-pending	legacy-evidence-unclassified		False	stronger uterine contractions push the fetus against and through the cervix, increasing cervical mechanical stretch	OpenStax Anatomy & Physiology 2e §anp-005 (1.6: Homeostasis): 'This causes even greater stretching of the cervix' — parturition positive-feedback loop
legacy-evidence-9945cab0cd45c2233da9	benchmarks/human/systems/textbook_extracted.yaml	19	sympathetic_tone	respiratory_rate	+	proposal-pending	legacy-evidence-unclassified		False	Sympathetic activation increases breathing rate to deliver more oxygen to activated skeletal muscle during fight-or-flight response.	OpenStax Anatomy & Physiology 2e §anp-080 (15.2: Divisions of the Autonomic Nervous System): 'As a response to a threat, the sympathetic system would increase heart rate and breathing rate and cause blood flow to the skeletal muscle to incr
legacy-evidence-7776f84b036714387f7f	benchmarks/human/systems/textbook_extracted.yaml	28	plasma_sodium_concentration	aldosterone	-	proposal-pending	legacy-evidence-unclassified		False	low plasma Na+ is directly sensed by the adrenal zona glomerulosa and stimulates aldosterone secretion to restore sodium balance (independent of the RAAS arm)	OpenStax Anatomy & Physiology 2e §anp-094 (17.7: The Adrenal Glands): 'it [aldosterone] is released in response to elevated blood K+, low blood Na+, low blood pressure, or low blood volume.' | textbook corroboration: OpenStax Biology 2e §bi
legacy-evidence-930ea3a87de51ade7e6b	benchmarks/human/systems/textbook_extracted.yaml	70	lean_body_mass	metabolic_rate	+	proposal-pending	legacy-evidence-unclassified		False	skeletal muscle (lean mass) is the dominant site of resting energy expenditure; loss of muscle mass directly reduces whole-body basal metabolic rate	OpenStax Anatomy & Physiology 2e §anp-139 (24.3: Carbohydrate Metabolism): 'Changes in body composition, including reduced lean muscle mass, are mostly responsible for this decrease [in metabolic rate]'
